id;district_id;name;postal_code;code
1;1;Keude Bakongan;23773;11.01.01.2001
2;1;Ujong Mangki (Ujung Mangki);23773;11.01.01.2002
3;1;Ujong Padang (Ujung Padang);23773;11.01.01.2003
4;1;Gampong Drien (Kampung Drien);23773;11.01.01.2004
5;1;Darul Ikhsan;23773;11.01.01.2015
6;1;Padang Beurahan (Padang Berahan);23773;11.01.01.2016
7;1;Gampong Baro (Kampung Baru);23773;11.01.01.2017
8;2;Fajar Harapan;23771;11.01.02.2001
9;2;Krueng Batee;23771;11.01.02.2002
10;2;Pasi Kuala Asahan;23771;11.01.02.2003
11;2;Gunung Pulo (Gunong Pulo);23771;11.01.02.2004
12;2;Pulo Ie I;23771;11.01.02.2005
13;2;Jambo Manyang;23771;11.01.02.2006
14;2;Simpang Empat;23771;11.01.02.2007
15;2;Limau Purut (Kota Fajar);23771;11.01.02.2008
16;2;Pulo Kambing;23771;11.01.02.2009
17;2;Kampung Paya;23771;11.01.02.2010
18;2;Krueng Batu;23771;11.01.02.2011
19;2;Krueng Kluet;23771;11.01.02.2012
20;2;Alur Mas;23771;11.01.02.2013
21;2;Kampung Tinggi;23771;11.01.02.2014
22;2;Ruak (Kampung Ruak);23771;11.01.02.2015
23;2;Simpang Lhee;23771;11.01.02.2016
24;2;Suaq Geuringgeng (Geringgeng);23771;11.01.02.2017
25;2;Pasi Kuala Ba'u (Pasi Kuala Bau);23771;11.01.02.2018
26;2;Kedai Padang;23771;11.01.02.2019
27;2;Kotafajar;23771;11.01.02.2020
28;2;Gunung Pudung;23771;11.01.02.2021
29;3;Suaq Bakung (Suaq Bakong);23772;11.01.03.2001
30;3;Rantau Binuang;23772;11.01.03.2002
31;3;Barat Daya;23772;11.01.03.2003
32;3;Sialang;23772;11.01.03.2004
33;3;Kapeh;23772;11.01.03.2005
34;3;Pulo Ie;23772;11.01.03.2006
35;3;Kedai Runding;23772;11.01.03.2007
36;3;Kedai Kandang;23772;11.01.03.2008
37;3;Luar (Gampong Luar);23772;11.01.03.2009
38;3;Ujung;23772;11.01.03.2010
39;3;Jua;23772;11.01.03.2011
40;3;Pasi Meurapat (Pasi Merapat);23772;11.01.03.2012
41;3;Ujung Pasir;23772;11.01.03.2013
42;3;Geulumbuk (Gelumbuk);23772;11.01.03.2014
43;3;Pasie Lembang (Pasi Lembang);23772;11.01.03.2015
44;3;Ujung Padang;23772;11.01.03.2016
45;3;Indra Damai;23772;11.01.03.2017
46;4;Bakau Hulu;23761;11.01.04.2001
47;4;Padang Bakau;23761;11.01.04.2002
48;4;Manggis Harapan;23761;11.01.04.2003
49;4;Pasar Lama;23761;11.01.04.2004
50;4;Apha;23761;11.01.04.2005
51;4;Ujung Batu;23761;11.01.04.2006
52;4;Pawoh;23761;11.01.04.2007
53;4;Dalam;23761;11.01.04.2008
54;4;Kota Palak;23761;11.01.04.2009
55;4;Cacang;23761;11.01.04.2010
56;4;Tengah Pisang;23761;11.01.04.2011
57;4;Pisang;23761;11.01.04.2012
58;4;Hulu Pisang;23761;11.01.04.2013
59;4;Tengah Baru;23761;11.01.04.2014
60;4;Lembah Baru;23761;11.01.04.2015
61;4;Padang Baru;23761;11.01.04.2016
62;5;Kuta Buloh II;23754;11.01.05.2001
63;5;Kuta Buloh I;23754;11.01.05.2002
64;5;Ie/Le Dingen;23754;11.01.05.2003
65;5;Drien Jalo;23754;11.01.05.2004
66;5;Jambo Papeun;23754;11.01.05.2005
67;5;Buket Meuh;23754;11.01.05.2006
68;5;Blang Kuala;23754;11.01.05.2007
69;5;Rot Teungoh;23754;11.01.05.2008
70;5;Alue Baro;23754;11.01.05.2009
71;5;Ladang Tuha;23754;11.01.05.2010
72;5;Lhok Mamplam;23754;11.01.05.2011
73;5;Aron/Arun Tunggai;23754;11.01.05.2012
74;5;Blang Teungoh;23754;11.01.05.2013
75;5;Blang Bladeh;23754;11.01.05.2014
76;5;Ie/Le Buboh;23754;11.01.05.2015
77;5;Keude Meukek;23754;11.01.05.2016
78;5;Kuta Baro (Abro);23754;11.01.05.2017
79;5;Tanjung Harapan;23754;11.01.05.2018
80;5;Labuhan Tarok;23754;11.01.05.2019
81;5;Lhok Aman;23754;11.01.05.2020
82;5;Alue Meutuah;23754;11.01.05.2021
83;5;Ladang Baro;23754;11.01.05.2022
84;5;Labuhan Tarok II;23754;11.01.05.2023
85;6;Dalam;23752;11.01.06.2001
86;6;Subarang;23752;11.01.06.2002
87;6;Kuta Baru (Kota Baru);23752;11.01.06.2003
88;6;Gunung Ketek;23752;11.01.06.2004
89;6;Ladang Panton Luas;23752;11.01.06.2005
90;6;Madat;23752;11.01.06.2006
91;6;Alur Seumerah (Alur Simerah);23752;11.01.06.2007
92;6;Tengah;23752;11.01.06.2008
93;6;Gunung Cut;23752;11.01.06.2009
94;6;Alur Pinang;23752;11.01.06.2010
95;6;Kuta Blang;23752;11.01.06.2011
96;6;Batee Tunggai;23752;11.01.06.2012
97;6;Ujung Tanah;23752;11.01.06.2013
98;6;Ujung Kampung;23752;11.01.06.2014
99;6;Jilatang;23752;11.01.06.2015
100;6;Luar;23752;11.01.06.2016
101;6;Lubuk Layu;23752;11.01.06.2017
102;6;Suaq Hulu;23752;11.01.06.2018
103;6;Tampang;23752;11.01.06.2019
104;6;Payonan Gadang;23752;11.01.06.2020
105;6;Gadang;23752;11.01.06.2021
106;6;Baru;23752;11.01.06.2022
107;6;Ladang Kasik Putih;23752;11.01.06.2023
108;6;Air Sialang Hilir;23752;11.01.06.2024
109;6;Air Sialang Hulu;23752;11.01.06.2025
110;6;Air Sialang Tengah;23752;11.01.06.2026
111;6;Balai;23752;11.01.06.2027
112;6;Arafah;23752;11.01.06.2028
113;7;Sikulat;23753;11.01.07.2001
114;7;Sawang I;23753;11.01.07.2002
115;7;Meuligo;23753;11.01.07.2003
116;7;Lhok Pawoh;23753;11.01.07.2004
117;7;Sawang II;23753;11.01.07.2005
118;7;Ujung Karang;23753;11.01.07.2006
119;7;Trieng Meuduro Baroh;23753;11.01.07.2007
120;7;Trieng Meuduro Tunong;23753;11.01.07.2008
121;7;Panton Luas;23753;11.01.07.2009
122;7;Simpang Tiga;23753;11.01.07.2010
123;7;Kuta Baro;23753;11.01.07.2011
124;7;Blang Geulinggang (Gelinggang);23753;11.01.07.2012
125;7;Mutiara;23753;11.01.07.2013
126;7;Ujung Padang;23753;11.01.07.2014
127;7;Sawang Ba'u (Sawang Bau);23753;11.01.07.2015
128;8;Lhok Keutapang (Ketapang);23718;11.01.08.2001
129;8;Hilir;23717;11.01.08.2002
130;8;Padang;23713;11.01.08.2003
131;8;Hulu;23714;11.01.08.2004
132;8;Jambo Apha;23716;11.01.08.2005
133;8;Tepi Air;23712;11.01.08.2006
134;8;Pasar;23711;11.01.08.2007
135;8;Lhok Bengkuang;23715;11.01.08.2008
136;8;Panton Luas;23711;11.01.08.2009
137;8;Gunung Kerambil;23711;11.01.08.2010
138;8;Air Berundang (Air Berudang);23711;11.01.08.2011
139;8;Batu Itam;23711;11.01.08.2012
140;8;Panjupian;23711;11.01.08.2013
141;8;Lhok Rukam;23711;11.01.08.2014
142;8;Air Pinang;23711;11.01.08.2015
143;8;Lhok Bengkuang Timur;23712;11.01.08.2016
144;9;Keude Trumon;23774;11.01.09.2001
145;9;Ujong/Ujung Tanoh;23774;11.01.09.2002
146;9;Sigleng (Singleng);23774;11.01.09.2003
147;9;Ie Meudama;23774;11.01.09.2004
148;9;Tuepin Tinggi (Tepin / Teupin Tinggi);23774;11.01.09.2005
149;9;Kuta Baro/Baru;23774;11.01.09.2006
150;9;Panton Bilie;23774;11.01.09.2007
151;9;Kuta Padang;23774;11.01.09.2012
152;9;Raket;23774;11.01.09.2013
153;9;Gampong Teungoh;23774;11.01.09.2014
154;9;Seuneubok Jaya (Seunabok Jaya);23774;11.01.09.2015
155;9;Padang Harapan;23774;11.01.09.2016
156;10;Ladang Teungoh;23755;11.01.10.2001
157;10;Pucuk/Pucok Krueng;23755;11.01.10.2002
158;10;Silolo;23755;11.01.10.2003
159;10;Kampung/Kampong Baru;23755;11.01.10.2004
160;10;Panton Bili;23755;11.01.10.2005
161;10;Paya Ateuk (Payateuk);23755;11.01.10.2006
162;10;Ladang Tuha;23755;11.01.10.2007
163;10;Mata Le/Ie;23755;11.01.10.2008
164;10;Ujung Batee/Batu;23755;11.01.10.2009
165;10;Lhok Sialang Cut;23755;11.01.10.2010
166;10;Seuneubok (Seunebok / Si Neubok);23755;11.01.10.2011
167;10;Ie/Le Mirah;23755;11.01.10.2012
168;10;Pasi/Pasie Rasian;23755;11.01.10.2013
169;10;Ujung Padang Rasian;23755;11.01.10.2014
170;10;Krueng Kalee (Krueng Kelee);23755;11.01.10.2015
171;10;Lhok Sialang Rayeuk;23755;11.01.10.2016
172;10;Gampong Baro (Kampung / Kampong Baro);23755;11.01.10.2017
173;10;Teupin Gajah;23755;11.01.10.2018
174;10;Ujung Padang Asahan;23755;11.01.10.2019
175;10;Pulo Ie Ii;23755;11.01.10.2020
176;10;Pante Raja;23755;11.01.10.2021
177;11;Tengah Peulumat;23758;11.01.11.2001
178;11;Paya Peulumat;23758;11.01.11.2002
179;11;Padang Peulumat;23758;11.01.11.2003
180;11;Aur Peulumat;23758;11.01.11.2004
181;11;Limau Saring;23758;11.01.11.2005
182;11;Beutong;23758;11.01.11.2006
183;11;Peuneulop (Peunalop);23758;11.01.11.2007
184;11;Gunung Rotan;23758;11.01.11.2008
185;11;Keumumu Hilir;23758;11.01.11.2009
186;11;Keumumu Hulu;23758;11.01.11.2010
187;11;Keumumu Seberang;23758;11.01.11.2011
188;11;Sawang Indah;23758;11.01.11.2012
189;12;Tutong;23757;11.01.12.2001
190;12;Teungoh Iboh (Tengah Lboh / Iboh);23757;11.01.12.2002
191;12;Peulokan;23757;11.01.12.2003
192;12;Kuta Lboh/Iboh;23757;11.01.12.2004
193;12;Ujung Padang;23757;11.01.12.2005
194;12;Blang Baru;23757;11.01.12.2006
195;12;Blang Poroh;23757;11.01.12.2007
196;12;Pulo Ie;23757;11.01.12.2008
197;12;Suak Lokan;23757;11.01.12.2009
198;12;Iku Lhueng (Iku Lhung);23757;11.01.12.2010
199;12;Kuta Trieng;23757;11.01.12.2011
200;12;Pante Geulima;23757;11.01.12.2012
201;12;Panton Pawoh;23757;11.01.12.2013
202;12;Batee Meucanang;23757;11.01.12.2014
203;12;Panton Rubek;23757;11.01.12.2015
204;13;Koto (Koto Menggamat);23770;11.01.13.2001
205;13;Alur Keujrun;23770;11.01.13.2002
206;13;Jambo Papan;23770;11.01.13.2003
207;13;Malaka;23770;11.01.13.2004
208;13;Koto Indarung;23770;11.01.13.2005
209;13;Siurai-Urai;23770;11.01.13.2006
210;13;Kampung Sawah;23770;11.01.13.2007
211;13;Kampung Padang;23770;11.01.13.2008
212;13;Pulo Air;23770;11.01.13.2009
213;13;Lawe Melang;23770;11.01.13.2010
214;13;Mersak;23770;11.01.13.2011
215;13;Simpang Dua;23770;11.01.13.2012
216;13;Simpang Tiga;23770;11.01.13.2013
217;14;Paya Dapur;23779;11.01.14.2001
218;14;Sapik;23779;11.01.14.2002
219;14;Alai;23779;11.01.14.2003
220;14;Durian Kawan;23779;11.01.14.2004
221;14;Lawe Sawah;23779;11.01.14.2005
222;14;Lawe Buluh Didi;23779;11.01.14.2006
223;14;Pucuk Lembang;23779;11.01.14.2007
224;14;Paya Laba;23779;11.01.14.2008
225;14;Lawe Cimanok;23779;11.01.14.2009
226;15;Pasie Seubadeh;23777;11.01.15.2001
227;15;Ladang Rimba;23777;11.01.15.2002
228;15;Ujung Pulo Rayeuk;23777;11.01.15.2003
229;15;Sawah Tingkeum;23777;11.01.15.2004
230;15;Simpang;23777;11.01.15.2005
231;15;Ujung Pulo Cut;23777;11.01.15.2006
232;15;Seulekat (Seuleukat);23777;11.01.15.2008
233;16;Pinto Rimba;23776;11.01.16.2005
234;16;Krueng Luas;23776;11.01.16.2006
235;16;Jambo Dalem;23776;11.01.16.2007
236;16;Kapa Sesak (Kapai Seusak);23776;11.01.16.2008
237;16;Seuneubok Punto (Seuneubok Puntho);23776;11.01.16.2009
238;16;Seuneubok Pusaka;23776;11.01.16.2010
239;16;Alur Bujok;23776;11.01.16.2011
240;16;Titi Poben;23776;11.01.16.2012
241;17;Buket Gadeng (Bukit Gading / Buket Gedeng);23778;11.01.17.2001
242;17;Rambong;23778;11.01.17.2002
243;17;Seuneubok Keuranji (Seunebok Keranji);23778;11.01.17.2003
244;17;Seuneubok Alur Buloh (Seneubok Alur Bulah);23778;11.01.17.2004
245;17;Ujong Tanoh (Ujung Tanoh);23778;11.01.17.2005
246;17;Ujong Gunong Cut (Ujung Gunung Cut);23778;11.01.17.2006
247;17;Ujong Gunung Rayeuk (Ujung Gunong Rayek);23778;11.01.17.2007
248;17;Beutong;23778;11.01.17.2008
249;17;Jambo Keupok/Keuphok;23778;11.01.17.2009
250;17;Alurduamas (Alur Dua Mas);23778;11.01.17.2010
251;18;Ladang Rimba;23775;11.01.18.2001
252;18;Gunong Kapo/Kapho;23775;11.01.18.2002
253;18;Gampong Teungoh (Kampong Teungoh);23775;11.01.18.2003
254;18;Krueng Batee;23775;11.01.18.2004
255;18;Pulo Paya;23775;11.01.18.2005
256;18;Jambo Papeun;23775;11.01.18.2006
257;18;Cot Bayu;23775;11.01.18.2007
258;18;Naca;23775;11.01.18.2008
259;18;Ie Jeureuneh;23775;11.01.18.2009
260;18;Lhok Raya;23775;11.01.18.2010
261;19;Engkeran;24661;11.02.01.2001
262;19;Rumah Kampung;24661;11.02.01.2002
263;19;Pasir Bangun;24661;11.02.01.2004
264;19;Kubu;24661;11.02.01.2006
265;19;Lawe Kongker (Lawe Konker / Kongkir);24661;11.02.01.2007
266;19;Kuta Cingkam II;24661;11.02.01.2008
267;19;Muara Baru;24661;11.02.01.2009
268;19;Kuta Batu I;24661;11.02.01.2011
269;19;Kuta Cingkam I;24661;11.02.01.2012
270;19;Kuta Batu II;24661;11.02.01.2013
271;19;Lawe Sempilang;24661;11.02.01.2014
272;19;Perapat Batu Nunggul;24661;11.02.01.2015
273;19;Pulo Sepang;24661;11.02.01.2016
274;19;Rih Mbelang (Mebelang);24661;11.02.01.2017
275;19;Kute Batu Baru (Kuta Batu Baru);24661;11.02.01.2018
276;19;Darul Amin;24661;11.02.01.2019
277;19;Lawe Lubang Indah;24661;11.02.01.2020
278;19;Batu Hamparan;24661;11.02.01.2021
279;19;Paye Munje;24661;11.02.01.2022
280;19;Pulo Ndapdap (Pulo Ndadap);24661;11.02.01.2023
281;19;Pasir Nunggul;24661;11.02.01.2024
282;19;Cingkham Mekhanggun;24661;11.02.01.2025
283;19;Pintu Khimbe;24661;11.02.01.2026
284;19;Lawe Kongker Hilir (Lawe Konker Hilir);24661;11.02.01.2027
285;19;Pulo Gadung;24661;11.02.01.2028
286;19;Pasikh Pehkmate (Pasikh Pekhmate);24661;11.02.01.2029
287;19;Pasikh Nunang;24661;11.02.01.2030
288;19;Deleng Kukusen;24661;11.02.01.2031
289;20;Bukit Merdeka;24676;11.02.02.2001
290;20;Darul Aman;24676;11.02.02.2002
291;20;Lawe Kesumpat;24676;11.02.02.2003
292;20;Lawe Tua Gabungan;24676;11.02.02.2004
293;20;Lawe Sigala II;24676;11.02.02.2005
294;20;Lawe Sigala Timur;24676;11.02.02.2006
295;20;Lawe Sigala Barat;24676;11.02.02.2007
296;20;Suka Damai;24676;11.02.02.2008
297;20;Kute/Kuta Tengah;24676;11.02.02.2009
298;20;Tanah Baru;24676;11.02.02.2010
299;20;Kedataran Gabungan;24676;11.02.02.2011
300;20;Gabungan Parsaroan (Gabungan Parsaoran);24676;11.02.02.2012
301;20;Lawe Loning Gabungan;24676;11.02.02.2013
302;20;Lawe Loning Aman;24676;11.02.02.2014
303;20;Suka Maju;24676;11.02.02.2015
304;20;Lawe Tua Makmur;24676;11.02.02.2016
305;20;Lawe Tua Persatuan;24676;11.02.02.2017
306;20;Lawe Serke;24676;11.02.02.2018
307;20;Lawe Rakat;24676;11.02.02.2019
308;20;Suka Jaya;24676;11.02.02.2020
309;20;Enmiya Batu Dua Ratus (Enmya Batu Dua Ratus);24676;11.02.02.2021
310;20;Sebungke;24676;11.02.02.2022
311;20;Bukit Sepakat;24676;11.02.02.2023
312;20;Lawe Loning Sepakat;24676;11.02.02.2024
313;20;Lawe Loning I;24676;11.02.02.2025
314;20;Gaya Jaya;24676;11.02.02.2026
315;20;Gelah Musara;24676;11.02.02.2027
316;20;Mulie Dame (Mulie Damai);24676;11.02.02.2028
317;20;Lawe Loning Hakhapen;24676;11.02.02.2029
318;20;Karya Indah;24676;11.02.02.2030
319;20;Kayu Mbelin;24676;11.02.02.2031
320;20;Lawe Sigala Barat Jaya;24676;11.02.02.2032
321;20;Lawe Pekhidinen;24676;11.02.02.2033
322;20;Kertimbang;24676;11.02.02.2034
323;20;Ndauh Nitenggo;24676;11.02.02.2035
324;21;Bambel Gabungan;24672;11.02.03.2001
325;21;Kisam;24672;11.02.03.2002
326;21;Lawe Hijo;24672;11.02.03.2005
327;21;Pinding;24672;11.02.03.2006
328;21;Terutung Megara Asli;24672;11.02.03.2009
329;21;Biak Muli;24672;11.02.03.2011
330;21;Kute Lang Lang;24672;11.02.03.2012
331;21;Pedesi;24672;11.02.03.2013
332;21;Terutung Payung Hulu;24672;11.02.03.2014
333;21;Terutung Payung Hilir;24672;11.02.03.2015
334;21;Tualang Sembilar;24672;11.02.03.2016
335;21;Kuning I;24672;11.02.03.2017
336;21;Kuning II;24672;11.02.03.2018
337;21;Cinta Damai;24672;11.02.03.2019
338;21;Likat;24672;11.02.03.2020
339;21;Rikit;24672;11.02.03.2021
340;21;Bambel;24672;11.02.03.2023
341;21;Lawe Kihing;24672;11.02.03.2025
342;21;Terutung Seperai;24672;11.02.03.2026
343;21;Kute Seri;24672;11.02.03.2027
344;21;Kuta Antara (Kute Antara);24672;11.02.03.2028
345;21;Pulo Perengge;24672;11.02.03.2029
346;21;Pulo Kendondong (Pulo Kedondong);24672;11.02.03.2031
347;21;Pancakh Iman;24672;11.02.03.2033
348;21;Biak Muli Baru (Biak Muli Bakhu);24672;11.02.03.2034
349;21;Biak Muli Pantai Raja;24672;11.02.03.2035
350;21;Biak Muli Sejahtera;24672;11.02.03.2036
351;21;Lembah Haji;24672;11.02.03.2037
352;21;Terutung Payung Gabungan;24672;11.02.03.2038
353;21;Lawe Hijo Metuah;24672;11.02.03.2039
354;21;Ampera;24672;11.02.03.2040
355;21;Tembilakh Mbakhu (Tembilakh Bakhu);24672;11.02.03.2041
356;21;Kute Lang Lang Bakhu;24672;11.02.03.2042
357;22;Kota Kutacane;24664;11.02.04.2001
358;22;Perapat Hilir;24664;11.02.04.2002
359;22;Perapat Hulu;24664;11.02.04.2003
360;22;Muara Lawe Bulan;24664;11.02.04.2004
361;22;Mbarung;24664;11.02.04.2005
362;22;Batu Mbulan Asli;24664;11.02.04.2006
363;22;Batu Mbulan I;24664;11.02.04.2007
364;22;Batu Mbulan II;24664;11.02.04.2008
365;22;Kampung Raja;24664;11.02.04.2009
366;22;Pulonas;24664;11.02.04.2010
367;22;Kampung Melayu Gabungan;24664;11.02.04.2011
368;22;Terutung Pedi;24664;11.02.04.2012
369;22;Kute Rih;24664;11.02.04.2013
370;22;Gumpang Jaya;24664;11.02.04.2014
371;22;Pulo Latong;24664;11.02.04.2015
372;22;Kutacane Lama;24664;11.02.04.2016
373;22;Batu Mbulan Mbaru (Batum Bulan Baru);24664;11.02.04.2017
374;22;Pulo Peding;24664;11.02.04.2018
375;22;Mendabe;24664;11.02.04.2019
376;22;Ujung Barat;24664;11.02.04.2020
377;22;Pekhapat Titi Panjang (Perapat Titi Panjang);24664;11.02.04.2021
378;22;Pekhapat Sepakat (Perapat Sepakat);24664;11.02.04.2022
379;22;Alas Marantcar (Alas Memancar);24664;11.02.04.2023
380;22;Batu Mbulan Sepakat;24664;11.02.04.2024
381;22;Pulo Sanggakh;24664;11.02.04.2025
382;22;Melayu I;24664;11.02.04.2026
383;22;Mbarung Datuk Saudane (Mburung Datuk Sekhudane);24664;11.02.04.2027
384;23;Salang Alas;24666;11.02.05.2005
385;23;Kuta/Kute Pasir;24666;11.02.05.2009
386;23;Purwodadi;24666;11.02.05.2011
387;23;Kuta/Kute Tinggi;24666;11.02.05.2012
388;23;Kampung Baru;24666;11.02.05.2013
389;23;Peranginan;24666;11.02.05.2014
390;23;Natam;24666;11.02.05.2015
391;23;Kumbang Jaya;24666;11.02.05.2025
392;23;Kumbang Indah;24666;11.02.05.2026
393;23;Natam Baru;24666;11.02.05.2027
394;23;Deleng Megakhe;24666;11.02.05.2029
395;23;Lawe Bekung;24666;11.02.05.2030
396;23;Lawe Bekung Tampahan;24666;11.02.05.2031
397;23;Badar Indah;24666;11.02.05.2032
398;23;Batu Mbekhong (Batu Mberong);24666;11.02.05.2033
399;23;Tanah Merah;24666;11.02.05.2034
400;23;Tanoh Megakhe;24666;11.02.05.2035
401;23;Lawe Sekerah (Lawe Sekekhah);24666;11.02.05.2036
402;24;Pardomuan II;24673;11.02.06.2001
403;24;Lawe Desky/Deski I;24673;11.02.06.2002
404;24;Lawe Desky Sabas;24673;11.02.06.2003
405;24;Pardomuan I;24673;11.02.06.2004
406;24;Cinta Damai;24673;11.02.06.2005
407;24;Pardamean;24673;11.02.06.2006
408;24;Lawe Desky Tongah;24673;11.02.06.2007
409;24;Kute Bakti;24673;11.02.06.2008
410;24;Muara Situlen;24673;11.02.06.2010
411;24;Sejahtera;24673;11.02.06.2011
412;24;Kute Makmur;24673;11.02.06.2012
413;24;Pardamean;24673;11.02.06.2013
414;24;Lawe Mantik;24673;11.02.06.2014
415;24;Cinta Makmur;24673;11.02.06.2015
416;24;Muara Setia;24673;11.02.06.2016
417;24;Tanoh Alas;24673;11.02.06.2017
418;24;Sejahtera Baru;24673;11.02.06.2018
419;24;Lawe Tawakh;24673;11.02.06.2024
420;24;Sabilussalam (Sibulussalam);24673;11.02.06.2025
421;24;Lawe Desky Jaya;24673;11.02.06.2026
422;24;Pintu Alas;24673;11.02.06.2027
423;25;Gulo;24663;11.02.07.2001
424;25;Pulo Piku;24663;11.02.07.2002
425;25;Terutung Kute;24663;11.02.07.2003
426;25;Kute Ujung;24663;11.02.07.2004
427;25;Lawe Stul/Setul;24663;11.02.07.2005
428;25;Kite Merangun (Kitei Meranggun);24663;11.02.07.2006
429;25;Mamas;24663;11.02.07.2007
430;25;Tanjung Lama;24663;11.02.07.2008
431;25;Tanjung Muda;24663;11.02.07.2009
432;25;Rambung Teldak;24663;11.02.07.2010
433;25;Tanjung Aman;24663;11.02.07.2011
434;25;Sri Muda (Serimuda);24663;11.02.07.2012
435;25;Ujung Baru;24663;11.02.07.2013
436;25;Kute Rambe;24663;11.02.07.2014
437;25;Mamas Baru;24663;11.02.07.2015
438;25;Rambung Jaya;24663;11.02.07.2016
439;25;Makmur Jaya;24663;11.02.07.2017
440;25;Darul Makmur;24663;11.02.07.2018
441;25;Tanjung Bakhu (Tanjung Mbakhu);24663;11.02.07.2019
442;25;Pulo Gabung (Pulo Gadung);24663;11.02.07.2020
443;25;Kokhtan Jaya;24663;11.02.07.2021
444;25;Istiqamah (Istiqomah);24663;11.02.07.2022
445;25;Lawe Mamas Indah;24663;11.02.07.2023
446;25;Tanjung Leuser;24663;11.02.07.2024
447;25;Simpang Empat Tanjung;24663;11.02.07.2025
448;25;Lawe Pinis;24663;11.02.07.2026
449;25;Buntul Kendawi;24663;11.02.07.2027
450;25;Kuning Abadi;24663;11.02.07.2028
451;26;Pasir Gala;24665;11.02.08.2001
452;26;Pasir Penjengakan;24665;11.02.08.2002
453;26;Kutambaru (Kutem Baru);24665;11.02.08.2003
454;26;Lawe Sagu Hulu;24665;11.02.08.2004
455;26;Lawe Sagu Hilir;24665;11.02.08.2005
456;26;Kute Bantil;24665;11.02.08.2006
457;26;Lawe Kolok;24665;11.02.08.2011
458;26;Lawe Rutung;24665;11.02.08.2012
459;26;Kampung Nangka;24665;11.02.08.2013
460;26;Tenembak Juhar;24665;11.02.08.2014
461;26;Simpang Empat;24665;11.02.08.2015
462;26;Kuta Buluh Botong;24665;11.02.08.2016
463;26;Katambaru Becawan (Katembaru Bencawan);24665;11.02.08.2017
464;26;Lawe Kinge;24665;11.02.08.2018
465;26;Kandang Mbelang Mandiri;24665;11.02.08.2019
466;26;Mbacang Racun;24665;11.02.08.2020
467;26;Telaga Mekar;24665;11.02.08.2021
468;26;Pulonas Baru;24665;11.02.08.2023
469;26;Kuta Genting;24665;11.02.08.2025
470;26;Lawe Sagu Baru;24665;11.02.08.2026
471;26;Lawe Sagu;24665;11.02.08.2027
472;26;Pekhapet Timur (Pekhapat Timur);24665;11.02.08.2028
473;26;Bahagia;24665;11.02.08.2029
474;26;Kute Galuh Asli (Kuta Galuh Asli);24665;11.02.08.2030
475;27;Kute Lengat Pangan (Kuta Lengat Pagan);24671;11.02.09.2001
476;27;Kute Lengat Selian (Kuta Lengat Selian);24671;11.02.09.2002
477;27;Tualang Baru;24671;11.02.09.2003
478;27;Alur Buluh (Kuta Buluh);24671;11.02.09.2004
479;27;Maha Singkil;24671;11.02.09.2005
480;27;Tenembak Bintang;24671;11.02.09.2006
481;27;Kute Lingga (Kuta Lingga);24671;11.02.09.2007
482;27;Rikit Bur;24671;11.02.09.2008
483;27;Kerukunan;24671;11.02.09.2010
484;27;Lawe Dua (Lawe Dua Gabungan);24671;11.02.09.2011
485;27;Rema;24671;11.02.09.2012
486;27;Bambel Baru;24671;11.02.09.2013
487;27;Pejuang;24671;11.02.09.2014
488;27;Darussalam;24671;11.02.09.2015
489;27;Amaliah;24671;11.02.09.2016
490;27;Sebudi Jaya;24671;11.02.09.2017
491;27;Gumpang;24671;11.02.09.2018
492;27;Kute Gekhat;24671;11.02.09.2019
493;27;Paye Khambung (Paya Khambung);24671;11.02.09.2020
494;27;Mbak Sako;24671;11.02.09.2021
495;27;Darul Imami;24671;11.02.09.2022
496;27;Rikit Bur II;24671;11.02.09.2023
497;27;Kute Empat Lima;24671;11.02.09.2024
498;28;Simpang Semadam;24678;11.02.10.2001
499;28;Semadam Awal;24678;11.02.10.2002
500;28;Semadam Asal;24678;11.02.10.2003
501;28;Lawe Kinga Gabungan;24678;11.02.10.2004
502;28;Lawe Kinga Tebing Tinggi;24678;11.02.10.2005
503;28;Kebun Sere;24678;11.02.10.2006
504;28;Lawe Beringin Horas;24678;11.02.10.2007
505;28;Lawe Berigin Gayo;24678;11.02.10.2008
506;28;Suka Makmur;24678;11.02.10.2009
507;28;Pasar Puntung;24678;11.02.10.2010
508;28;Titi Pasir;24678;11.02.10.2011
509;28;Lawe Petanduk I;24678;11.02.10.2012
510;28;Ngkeran Alur Buluh;24678;11.02.10.2013
511;28;Kampung Baru;24678;11.02.10.2014
512;28;Sepakat Segenap (Sepakat Segenep);24678;11.02.10.2015
513;28;Selamat Indah;24678;11.02.10.2016
514;28;Lawe Kinge Lapter (Lawe Kinga Lapter);24678;11.02.10.2017
515;28;Lawe Mejile (Lawe Menjilai);24678;11.02.10.2018
516;28;Lawe Petanduk-II;24678;11.02.10.2019
517;29;Titi Mas;24675;11.02.11.2004
518;29;Meranti;24675;11.02.11.2005
519;29;Kuta/Kute Lang-Lang;24675;11.02.11.2006
520;29;Lawe Sumur;24675;11.02.11.2007
521;29;Pardamaian (Perdamean);24675;11.02.11.2008
522;29;Salim Pipit;24675;11.02.11.2009
523;29;Penguhapan;24675;11.02.11.2010
524;29;Lumban Tua;24675;11.02.11.2011
525;29;Mutiara Damai;24675;11.02.11.2012
526;29;Dolok Nauli;24675;11.02.11.2013
527;29;Tuhi Jongkat;24675;11.02.11.2014
