id;district_id;name;postal_code;code
40364;3215;Bendungan;55651;34.01.02.2005
40365;3215;Triharjo;55651;34.01.02.2006
40366;3215;Giripeni (Giri Peni);55651;34.01.02.2007
40367;3216;Garongan;55655;34.01.03.2001
40368;3216;Pleret;55655;34.01.03.2002
40369;3216;Bugel;55655;34.01.03.2003
40370;3216;Kanoman;55655;34.01.03.2004
40371;3216;Depok;55655;34.01.03.2005
40372;3216;Bojong;55655;34.01.03.2006
40373;3216;Tayuban;55655;34.01.03.2007
40374;3216;Gotakan;55655;34.01.03.2008
40375;3216;Panjatan;55655;34.01.03.2009
40376;3216;Cerme;55655;34.01.03.2010
40377;3216;Krembangan;55655;34.01.03.2011
40378;3217;Banaran;55661;34.01.04.2001
40379;3217;Kranggan;55661;34.01.04.2002
40380;3217;Nomporejo;55661;34.01.04.2003
40381;3217;Karangsewu (Karang Sewu);55661;34.01.04.2004
40382;3217;Tirtorahayu (Tirta Rahayu);55661;34.01.04.2005
40383;3217;Pandowan;55661;34.01.04.2006
40384;3217;Brosot;55661;34.01.04.2007
40385;3218;Wahyuharjo;55663;34.01.05.2001
40386;3218;Bumirejo;55663;34.01.05.2002
40387;3218;Jatirejo;55663;34.01.05.2003
40388;3218;Sidorejo;55663;34.01.05.2004
40389;3218;Gulurejo;55663;34.01.05.2005
40390;3218;Ngentakrejo;55663;34.01.05.2006
40391;3219;Demangrejo;55664;34.01.06.2001
40392;3219;Srikayangan;55664;34.01.06.2002
40393;3219;Tuksono;55664;34.01.06.2003
40394;3219;Salamrejo;55664;34.01.06.2004
40395;3219;Sukoreno;55664;34.01.06.2005
40396;3219;Kaliagung;55664;34.01.06.2006
40397;3219;Sentolo;55664;34.01.06.2007
40398;3219;Banguncipto;55664;34.01.06.2008
40399;3220;Tawangsari;55652;34.01.07.2001
40400;3220;Karangsari;55652;34.01.07.2002
40401;3220;Kedungsari;55652;34.01.07.2003
40402;3220;Margosari;55652;34.01.07.2004
40403;3220;Pengasih;55652;34.01.07.2005
40404;3220;Sendangsari;55652;34.01.07.2006
40405;3220;Sidomulyo;55652;34.01.07.2007
40406;3221;Hargomulyo;55653;34.01.08.2001
40407;3221;Hargorejo;55653;34.01.08.2002
40408;3221;Hargowilis;55653;34.01.08.2003
40409;3221;Kalirejo;55653;34.01.08.2004
40410;3221;Hargotirto;55653;34.01.08.2005
40411;3222;Jatimulyo;55674;34.01.09.2001
40412;3222;Giripurwo;55674;34.01.09.2002
40413;3222;Pendoworejo;55674;34.01.09.2003
40414;3222;Purwosari;55674;34.01.09.2004
40415;3223;Banyuroto;55671;34.01.10.2001
40416;3223;Donomulyo;55671;34.01.10.2002
40417;3223;Wijimulyo;55671;34.01.10.2003
40418;3223;Tanjungharjo;55671;34.01.10.2004
40419;3223;Jatisarono (Jati Sarono);55671;34.01.10.2005
40420;3223;Kembang;55671;34.01.10.2006
40421;3224;Kebonharjo (Kebon Harjo);55673;34.01.11.2001
40422;3224;Banjarsari;55673;34.01.11.2002
40423;3224;Purwoharjo;55673;34.01.11.2003
40424;3224;Sidoharjo;55673;34.01.11.2004
40425;3224;Gerbosari;55673;34.01.11.2005
40426;3224;Ngargosari;55673;34.01.11.2006
40427;3224;Pagerharjo;55673;34.01.11.2007
40428;3225;Banjararum;55672;34.01.12.2001
40429;3225;Banjarasri;55672;34.01.12.2002
40430;3225;Banjarharjo;55672;34.01.12.2003
40431;3225;Banjaroyo;55672;34.01.12.2004
40432;3226;Poncosari;55762;34.02.01.2001
40433;3226;Trimurti;55762;34.02.01.2002
40434;3227;Gadingsari;55763;34.02.02.2001
40435;3227;Gadingharjo;55763;34.02.02.2002
40436;3227;Srigading;55763;34.02.02.2003
40437;3227;Murtigading;55763;34.02.02.2004
40438;3228;Tirtomulyo;55772;34.02.03.2001
40439;3228;Parangtritis;55772;34.02.03.2002
40440;3228;Donotirto;55772;34.02.03.2003
40441;3228;Tirtosari;55772;34.02.03.2004
40442;3228;Tirtohargo;55772;34.02.03.2005
40443;3229;Seloharjo;55771;34.02.04.2001
40444;3229;Panjangrejo;55771;34.02.04.2002
40445;3229;Srihardono;55771;34.02.04.2003
40446;3230;Sidomulyo;55764;34.02.05.2001
40447;3230;Mulyodadi;55764;34.02.05.2002
40448;3230;Sumbermulyo;55764;34.02.05.2003
40449;3231;Catuharjo (Caturharjo);55761;34.02.06.2001
40450;3231;Triharjo;55761;34.02.06.2002
40451;3231;Gilangharjo;55761;34.02.06.2003
40452;3231;Wijirejo;55761;34.02.06.2004
40453;3232;Triwidadi;55751;34.02.07.2001
40454;3232;Sendangsari;55751;34.02.07.2002
40455;3232;Guwosari;55751;34.02.07.2003
40456;3233;Palbapang;55713;34.02.08.2001
40457;3233;Ringinharjo (Ringin Harjo);55712;34.02.08.2002
40458;3233;Bantul;55711;34.02.08.2003
40459;3233;Trirenggo;55714;34.02.08.2004
40460;3233;Sabdodadi;55715;34.02.08.2005
40461;3234;Patalan;55781;34.02.09.2001
40462;3234;Canden;55781;34.02.09.2002
40463;3234;Sumberagung (Sumber Agung);55781;34.02.09.2003
40464;3234;Trimulyo;55781;34.02.09.2004
40465;3235;Selopamioro;55782;34.02.10.2001
40466;3235;Sriharjo;55782;34.02.10.2002
40467;3235;Wukirsari;55782;34.02.10.2003
40468;3235;Kebonagung (Kebon Agung);55782;34.02.10.2004
40469;3235;Karangtengah (Karang Tengah);55782;34.02.10.2005
40470;3235;Girirejo;55782;34.02.10.2006
40471;3235;Karangtalun;55782;34.02.10.2007
40472;3235;Imogiri;55782;34.02.10.2008
40473;3236;Mangunan;55783;34.02.11.2001
40474;3236;Muntuk;55783;34.02.11.2002
40475;3236;Dlingo;55783;34.02.11.2003
40476;3236;Temuwuh;55783;34.02.11.2004
40477;3236;Terong;55783;34.02.11.2005
40478;3236;Jatimulyo;55783;34.02.11.2006
40479;3237;Baturetno;55197;34.02.12.2001
40480;3237;Banguntapan;55198;34.02.12.2002
40481;3237;Jagalan;55192;34.02.12.2003
40482;3237;Singosaren;55193;34.02.12.2004
40483;3237;Jambidan;55195;34.02.12.2005
40484;3237;Potorono;55196;34.02.12.2006
40485;3237;Tamanan;55191;34.02.12.2007
40486;3237;Wirokerten;55194;34.02.12.2008
40487;3238;Wonokromo;55791;34.02.13.2001
40488;3238;Pleret;55791;34.02.13.2002
40489;3238;Segoroyoso;55791;34.02.13.2003
40490;3238;Bawuran;55791;34.02.13.2004
40491;3238;Wonolelo;55791;34.02.13.2005
40492;3239;Sitimulyo;55792;34.02.14.2001
40493;3239;Srimulyo;55792;34.02.14.2002
40494;3239;Srimartani;55792;34.02.14.2003
40495;3240;Pendowoharjo;55185;34.02.15.2001
40496;3240;Timbulharjo;55186;34.02.15.2002
40497;3240;Bangunharjo;55188;34.02.15.2003
40498;3240;Panggungharjo;55188;34.02.15.2004
40499;3241;Bangunjiwo;55184;34.02.16.2001
40500;3241;Tirtonirmolo;55181;34.02.16.2002
40501;3241;Tamantirto;55183;34.02.16.2003
40502;3241;Ngestiharjo;55182;34.02.16.2004
40503;3242;Argodadi;55752;34.02.17.2001
40504;3242;Argorejo;55752;34.02.17.2002
40505;3242;Argosari;55752;34.02.17.2003
40506;3242;Argomulyo;55752;34.02.17.2004
40507;3243;Wonosari;55851;34.03.01.2001
40508;3243;Kepek;55813;34.03.01.2002
40509;3243;Piyaman;55851;34.03.01.2003
40510;3243;Gari;55851;34.03.01.2004
40511;3243;Karangtengah (Karang Tengah);55851;34.03.01.2005
40512;3243;Selang;55851;34.03.01.2006
40513;3243;Baleharjo;55811;34.03.01.2007
40514;3243;Siraman;55851;34.03.01.2008
40515;3243;Pulutan;55851;34.03.01.2009
40516;3243;Wareng;55851;34.03.01.2010
40517;3243;Duwet;55851;34.03.01.2011
40518;3243;Mulo;55851;34.03.01.2012
40519;3243;Wunung;55851;34.03.01.2013
40520;3243;Karangrejek (Karang Rejek);55851;34.03.01.2014
40521;3244;Natah;55852;34.03.02.2001
40522;3244;Pilangrejo (Pilang Rejo);55852;34.03.02.2002
40523;3244;Kedungpoh;55852;34.03.02.2003
40524;3244;Pengkol;55852;34.03.02.2004
40525;3244;Kedungkeris (Kedung Keris);55852;34.03.02.2005
40526;3244;Nglipar;55852;34.03.02.2006
40527;3244;Katongan;55852;34.03.02.2007
40528;3245;Banyusoco;55861;34.03.03.2001
40529;3245;Plembutan;55861;34.03.03.2002
40530;3245;Bleberan;55861;34.03.03.2003
40531;3245;Getas;55861;34.03.03.2004
40532;3245;Dengok;55861;34.03.03.2005
40533;3245;Ngunut;55861;34.03.03.2006
40534;3245;Playen;55861;34.03.03.2007
40535;3245;Ngawu;55861;34.03.03.2008
40536;3245;Bandung;55861;34.03.03.2009
40537;3245;Logandeng;55861;34.03.03.2010
40538;3245;Gading;55861;34.03.03.2011
40539;3245;Banaran;55861;34.03.03.2012
40540;3245;Ngleri;55861;34.03.03.2013
40541;3246;Bunder;55862;34.03.04.2001
40542;3246;Beji;55862;34.03.04.2002
40543;3246;Pengkok;55862;34.03.04.2003
40544;3246;Semoyo;55862;34.03.04.2004
40545;3246;Salam;55862;34.03.04.2005
40546;3246;Patuk;55862;34.03.04.2006
40547;3246;Ngoro-oro (Ngoro Oro);55862;34.03.04.2007
40548;3246;Nglanggeran;55862;34.03.04.2008
40549;3246;Putat;55862;34.03.04.2009
40550;3246;Nglegi;55862;34.03.04.2010
40551;3246;Terbah;55862;34.03.04.2011
40552;3247;Sodo;55871;34.03.05.2001
40553;3247;Pampang;55871;34.03.05.2002
40554;3247;Grogol;55871;34.03.05.2003
40555;3247;Karangduwet (Karang Duwet);55871;34.03.05.2004
40556;3247;Karangasem (Karang Asem);55871;34.03.05.2005
40557;3247;Mulusan;55871;34.03.05.2006
40558;3247;Giring;55871;34.03.05.2007
40559;3248;Girikarto;55872;34.03.06.2001
40560;3248;Girisekar;55872;34.03.06.2002
40561;3248;Girimulyo;55872;34.03.06.2003
40562;3248;Giriwungu;55872;34.03.06.2004
40563;3248;Giriharjo;55872;34.03.06.2005
40564;3248;Girisuko;55872;34.03.06.2006
40565;3249;Giripanggung;55882;34.03.07.2001
40566;3249;Sumberwungu (Sumber Wungu);55882;34.03.07.2002
40567;3249;Sidoharjo;55882;34.03.07.2003
40568;3249;Tepus;55882;34.03.07.2004
40569;3249;Purwodadi;55882;34.03.07.2005
40570;3250;Ngeposari;55893;34.03.08.2001
40571;3250;Semanu;55893;34.03.08.2002
40572;3250;Pacarejo;55893;34.03.08.2003
40573;3250;Candirejo;55893;34.03.08.2004
40574;3250;Dadapayu;55893;34.03.08.2005
40575;3251;Bejiharjo;55891;34.03.09.2001
40576;3251;Wiladeg;55891;34.03.09.2002
40577;3251;Bendungan;55891;34.03.09.2003
40578;3251;Kelor;55891;34.03.09.2004
40579;3251;Ngipak;55891;34.03.09.2005
40580;3251;Karangmojo;55891;34.03.09.2006
40581;3251;Gedangrejo (Gedang Rejo);55891;34.03.09.2007
40582;3251;Ngawis;55891;34.03.09.2008
40583;3251;Jatiayu (Jati Ayu);55891;34.03.09.2009
40584;3252;Umbulrejo (Umbul Rejo);55892;34.03.10.2001
40585;3252;Sawahan;55892;34.03.10.2002
40586;3252;Tambakromo;55892;34.03.10.2003
40587;3252;Kenteng;55892;34.03.10.2004
40588;3252;Sumbergiri (Sumber Giri);55892;34.03.10.2005
40589;3252;Genjahan;55892;34.03.10.2006
40590;3252;Ponjong;55892;34.03.10.2007
40591;3252;Karangasem (Karang Asem);55892;34.03.10.2008
40592;3252;Bedoyo;55892;34.03.10.2009
40593;3252;Sidorejo;55892;34.03.10.2010
40594;3252;Gombang;55892;34.03.10.2011
40595;3253;Bohol;55884;34.03.11.2001
40596;3253;Pringombo;55884;34.03.11.2002
40597;3253;Botodayakan (Botodayaan);55884;34.03.11.2003
40598;3253;Petir;55884;34.03.11.2004
40599;3253;Pucanganom;55884;34.03.11.2005
40600;3253;Semugih;55884;34.03.11.2006
40601;3253;Melikan;55884;34.03.11.2007
40602;3253;Karangwuni;55884;34.03.11.2008
40603;3254;Kalitekuk;55854;34.03.12.2001
40604;3254;Kemejing;55854;34.03.12.2002
40605;3254;Bulurejo;55854;34.03.12.2003
40606;3254;Sumberejo (Sumberrejo);55854;34.03.12.2004
40607;3254;Bendung;55854;34.03.12.2005
40608;3254;Candirejo (Candi Rejo);55854;34.03.12.2006
40609;3254;Rejosari;55854;34.03.12.2007
40610;3254;Karangsari (Karang Sari);55854;34.03.12.2008
40611;3254;Pundungsari (Pundung Sari);55854;34.03.12.2009
40612;3254;Semin;55854;34.03.12.2010
40613;3255;Tancep;55853;34.03.13.2001
40614;3255;Sambirejo;55853;34.03.13.2002
40615;3255;Jurangjero (Jurang Jero);55853;34.03.13.2003
40616;3255;Kampung;55853;34.03.13.2004
40617;3255;Beji;55853;34.03.13.2005
40618;3255;Watusigar (Watu Sigar);55853;34.03.13.2006
40619;3256;Hargomulyo (Hargo Mulyo);55863;34.03.14.2001
40620;3256;Mertelu;55863;34.03.14.2002
40621;3256;Watugajah (Watu Gajah);55863;34.03.14.2003
40622;3256;Sampang;55863;34.03.14.2004
40623;3256;Serut;55863;34.03.14.2005
40624;3256;Ngalang;55863;34.03.14.2006
40625;3256;Tegalrejo;55863;34.03.14.2007
40626;3257;Krambilsawit (Krambil Sawit);55870;34.03.15.2001
40627;3257;Ngloro (Nglora);55870;34.03.15.2002
40628;3257;Jetis;55870;34.03.15.2003
40629;3257;Kepek;55870;34.03.15.2004
40630;3257;Kanigoro;55870;34.03.15.2005
40631;3257;Monggol;55870;34.03.15.2006
40632;3257;Planjan;55870;34.03.15.2007
40633;3258;Balong;55883;34.03.16.2001
40634;3258;Jepitu;55883;34.03.16.2002
40635;3258;Karangawen;55883;34.03.16.2003
40636;3258;Nglindur;55883;34.03.16.2004
40637;3258;Jerukwudel;55883;34.03.16.2005
40638;3258;Tileng;55883;34.03.16.2006
40639;3258;Pucung;55883;34.03.16.2007
40640;3258;Songbanyu;55883;34.03.16.2008
40641;3259;Hargosari;55881;34.03.17.2001
40642;3259;Kemiri;55881;34.03.17.2002
40643;3259;Kemadang;55881;34.03.17.2003
40644;3259;Banjarejo;55881;34.03.17.2004
40645;3259;Ngestirejo;55881;34.03.17.2005
40646;3260;Giripurwo;55873;34.03.18.2001
40647;3260;Giricahyo;55873;34.03.18.2002
40648;3260;Girijati;55873;34.03.18.2003
40649;3260;Giriasih;55873;34.03.18.2004
40650;3260;Giritirto;55873;34.03.18.2005
40651;3261;Balecatur;55295;34.04.01.2001
40652;3261;Ambarketawang;55294;34.04.01.2002
40653;3261;Banyuraden;55293;34.04.01.2003
40654;3261;Nogotirto;55592;34.04.01.2004
40655;3261;Trihanggo;55291;34.04.01.2005
40656;3262;Sidorejo;55264;34.04.02.2001
40657;3262;Sidoluhur;55264;34.04.02.2002
40658;3262;Sidomulyo;55264;34.04.02.2003
40659;3262;Sidoagung;55264;34.04.02.2004
40660;3262;Sidokarto;55264;34.04.02.2005
40661;3262;Sidoarum;55264;34.04.02.2006
40662;3262;Sidomoyo;55264;34.04.02.2007
40663;3263;Sumberahayu (Sumberrahayu);55563;34.04.03.2001
40664;3263;Sumbersari;55563;34.04.03.2002
40665;3263;Sumberagung (Sumber Agung);55563;34.04.03.2003
40666;3263;Sumberarum;55563;34.04.03.2004
40667;3264;Sendangarum (Sendang Arum);55562;34.04.04.2001
40668;3264;Sendangmulyo (Sendang Mulyo);55562;34.04.04.2002
40669;3264;Sendangagung;55562;34.04.04.2003
40670;3264;Sendangsari;55562;34.04.04.2004
40671;3264;Sendangrejo (Sendang Rejo);55562;34.04.04.2005
40672;3265;Margoluwih;55561;34.04.05.2001
40673;3265;Margodadi;55561;34.04.05.2002
40674;3265;Margokaton;55561;34.04.05.2003
40675;3265;Margomulyo;55561;34.04.05.2004
40676;3265;Margoagung;55561;34.04.05.2005
40677;3266;Sinduadi;55284;34.04.06.2001
40678;3266;Sendangadi;55285;34.04.06.2002
40679;3266;Tlogoadi;55286;34.04.06.2003
40680;3266;Tirtoadi;55287;34.04.06.2004
40681;3266;Sumberadi;55288;34.04.06.2005
40682;3267;Caturtunggal (Catur Tunggal);55281;34.04.07.2001
40683;3267;Maguwoharjo;55282;34.04.07.2002
40684;3267;Condongcatur (Condong Catur);55283;34.04.07.2003
40685;3268;Sendangtirto (Sendang Tirto);55573;34.04.08.2001
40686;3268;Tegaltirto (Tegal Tirto);55573;34.04.08.2002
40687;3268;Kalitirto (Kali Tirto);55573;34.04.08.2003
40688;3268;Jogotirto (Jogo Tirto);55573;34.04.08.2004
40689;3269;Sumberharjo (Sumber Harjo);55572;34.04.09.2001
40690;3269;Wukirharjo (Wukir Harjo);55572;34.04.09.2002
40691;3269;Gayamharjo (Gayam Harjo);55572;34.04.09.2003
40692;3269;Sambirejo (Sambi Rejo);55572;34.04.09.2004
40693;3269;Madurejo (Madu Rejo);55572;34.04.09.2005
40694;3269;Bokoharjo (Boko Harjo);55572;34.04.09.2006
40695;3270;Purwomartani (Purwo Martani);55571;34.04.10.2001
40696;3270;Tirtomartani (Tirto Martani);55571;34.04.10.2002
40697;3270;Tamanmartani (Taman Martani);55571;34.04.10.2003
40698;3270;Selomartani (Selo Martani);55571;34.04.10.2004
40699;3271;Sindumartani;55584;34.04.11.2001
40700;3271;Bimomartani (Bimo Martani);55584;34.04.11.2002
40701;3271;Widodomartani (Widodo Martani);55584;34.04.11.2003
40702;3271;Wedomartani;55584;34.04.11.2004
40703;3271;Umbulmartani;55584;34.04.11.2005
40704;3272;Sariharjo (Sari Harjo);55581;34.04.12.2001
40705;3272;Minomartani;55581;34.04.12.2002
40706;3272;Sinduharjo;55581;34.04.12.2003
40707;3272;Sukoharjo (Suko Harjo);55581;34.04.12.2004
40708;3272;Sardonoharjo;55581;34.04.12.2005
40709;3272;Donoharjo;55581;34.04.12.2006
40710;3273;Caturharjo (Catur Harjo);55515;34.04.13.2001
40711;3273;Triharjo;55514;34.04.13.2002
40712;3273;Tridadi;55511;34.04.13.2003
40713;3273;Pandowoharjo (Pandowo Harjo);55512;34.04.13.2004
40714;3273;Trimulyo (Tri Mulyo);55513;34.04.13.2005
40715;3274;Banyurejo (Banyu Rejo);55552;34.04.14.2001
40716;3274;Tambakrejo (Tambak Rejo);55552;34.04.14.2002
40717;3274;Sumberrejo (Sumber Rejo);55552;34.04.14.2003
40718;3274;Pondokrejo (Pondok Rejo);55552;34.04.14.2004
40719;3274;Mororejo (Moro Rejo);55552;34.04.14.2005
40720;3274;Margorejo (Margo Rejo);55552;34.04.14.2006
40721;3274;Lumbungrejo (Lumbung Rejo);55552;34.04.14.2007
40722;3274;Merdikorejo (Merdiko Rejo);55552;34.04.14.2008
40723;3275;Bangunkerto (Bangun Kerto);55551;34.04.15.2001
40724;3275;Donokerto;55551;34.04.15.2002
40725;3275;Girikerto (Giri Kerto);55551;34.04.15.2003
40726;3275;Wonokerto (Wono Kerto);55551;34.04.15.2004
40727;3276;Purwobinangun (Purwo Binangun);55582;34.04.16.2001
40728;3276;Candibinangun (Candi Binangun);55582;34.04.16.2002
40729;3276;Harjobinangun (Harjo Binangun);55582;34.04.16.2003
40730;3276;Pakembinangun (Pakem Binangun);55582;34.04.16.2004
40731;3276;Hargobinangun (Hargo Binangun);55582;34.04.16.2005
40732;3277;Argomulyo (Argo Mulyo);55583;34.04.17.2001
40733;3277;Wukirsari (Wukir Sari);55583;34.04.17.2002
40734;3277;Glagaharjo (Glagah Harjo);55583;34.04.17.2003
40735;3277;Kepuharjo (Kepuh Harjo);55583;34.04.17.2004
40736;3277;Umbulharjo (Umbul Harjo);55583;34.04.17.2005
40737;3278;Kricak;55242;34.71.01.1001
40738;3278;Karangwaru;55241;34.71.01.1002
40739;3278;Tegalrejo;55244;34.71.01.1003
40740;3278;Bener;55243;34.71.01.1004
40741;3279;Bumijo;55231;34.71.02.1001
40742;3279;Cokrodiningratan;55233;34.71.02.1002
40743;3279;Gowongan;55232;34.71.02.1003
40744;3280;Demangan;55221;34.71.03.1001
40745;3280;Kotabaru;55224;34.71.03.1002
40746;3280;Klitren;55222;34.71.03.1003
40747;3280;Baciro;55225;34.71.03.1004
40748;3280;Terban;55223;34.71.03.1005
40749;3281;Suryatmajan;55213;34.71.04.1001
40750;3281;Tegalpanggung (Tegal Panggung);55212;34.71.04.1002
40751;3281;Bausasran;55211;34.71.04.1003
40752;3282;Sosromenduran;55271;34.71.05.1001
40753;3282;Pringgokusuman;55272;34.71.05.1002
40754;3283;Ngampilan;55261;34.71.06.1001
40755;3283;Notoprajan;55262;34.71.06.1002
40756;3284;Pakuncen;55253;34.71.07.1001
40757;3284;Wirobrajan;55252;34.71.07.1002
40758;3284;Patangpuluhan;55251;34.71.07.1003
40759;3285;Gedongkiwo;55142;34.71.08.1001
40760;3285;Suryodiningratan;55141;34.71.08.1002
40761;3285;Mantrijeron;55143;34.71.08.1003
40762;3286;Patehan;55133;34.71.09.1001
40763;3286;Panembahan;55131;34.71.09.1002
40764;3286;Kadipaten;55132;34.71.09.1003
40765;3287;Ngupasan;55122;34.71.10.1001
40766;3287;Prawirodirjan;55121;34.71.10.1002
40767;3288;Purwokinanti (Purwo Kinanti);55112;34.71.11.1001
40768;3288;Gunungketur (Gunung Ketur);55111;34.71.11.1002
40769;3289;Keparakan;55152;34.71.12.1001
40770;3289;Wirogunan;55151;34.71.12.1002
40771;3289;Brontokusuman;55153;34.71.12.1003
40772;3290;Semaki;55166;34.71.13.1001
40773;3290;Muja Muju;55165;34.71.13.1002
40774;3290;Tahunan;55167;34.71.13.1003
40775;3290;Warungboto;55164;34.71.13.1004
40776;3290;Pandeyan;55161;34.71.13.1005
40777;3290;Sorosutan;55162;34.71.13.1006
40778;3290;Giwangan;55163;34.71.13.1007
40779;3291;Rejowinangun;55171;34.71.14.1001
40780;3291;Prenggan;55172;34.71.14.1002
40781;3291;Purbayan;55173;34.71.14.1003
40782;3292;Widoro;63554;35.01.01.2001
40783;3292;Sawahan;63554;35.01.01.2002
40784;3292;Kalak;63554;35.01.01.2003
40785;3292;Sendang;63554;35.01.01.2004
40786;3292;Klepu;63554;35.01.01.2005
40787;3292;Gedompol;63554;35.01.01.2006
40788;3292;Cemeng;63554;35.01.01.2007
40789;3292;Gendaran;63554;35.01.01.2008
40790;3292;Sukodono;63554;35.01.01.2009
40791;3292;Sekar;63554;35.01.01.2010
40792;3292;Donorojo;63554;35.01.01.2011
40793;3292;Belah;63554;35.01.01.2012
40794;3293;Dersono;63552;35.01.02.2001
40795;3293;Sugihwaras;63552;35.01.02.2002
40796;3293;Watukarung (Watu Karung);63552;35.01.02.2003
40797;3293;Jlubang;63552;35.01.02.2004
40798;3293;Candi;63552;35.01.02.2005
40799;3293;Poko;63552;35.01.02.2006
40800;3293;Dadapan;63552;35.01.02.2007
40801;3293;Pringkuku;63552;35.01.02.2008
40802;3293;Sobo;63552;35.01.02.2009
40803;3293;Ngadirejan;63552;35.01.02.2010
40804;3293;Glinggangan;63552;35.01.02.2011
40805;3293;Pelem;63552;35.01.02.2012
40806;3293;Tamanasri;63552;35.01.02.2013
40807;3294;Bomo;63553;35.01.03.2001
40808;3294;Sooka;63553;35.01.03.2002
40809;3294;Punung;63553;35.01.03.2003
40810;3294;Mendolo Kidul;63553;35.01.03.2004
40811;3294;Piton;63553;35.01.03.2005
40812;3294;Kendal;63553;35.01.03.2006
40813;3294;Wareng;63553;35.01.03.2007
40814;3294;Mantren;63553;35.01.03.2008
40815;3294;Mendolo Lor;63553;35.01.03.2009
40816;3294;Ploso;63553;35.01.03.2010
40817;3294;Gondosari;63553;35.01.03.2011
40818;3294;Kebonsari;63553;35.01.03.2012
40819;3294;Tinatar;63553;35.01.03.2013
40820;3295;Sidoharjo;63514;35.01.04.1001
40821;3295;Ploso;63515;35.01.04.1002
40822;3295;Baleharjo;63511;35.01.04.1008
40823;3295;Pucangsewu;63513;35.01.04.1012
40824;3295;Pacitan;63512;35.01.04.1013
40825;3295;Kembang;63518;35.01.04.2003
40826;3295;Sukoharjo;63518;35.01.04.2004
40827;3295;Kayen;63518;35.01.04.2005
40828;3295;Sirnoboyo;63518;35.01.04.2006
40829;3295;Arjowinangun;63516;35.01.04.2007
40830;3295;Bangunsari;63518;35.01.04.2009
40831;3295;Sedeng;63518;35.01.04.2010
40832;3295;Sumberharjo;63518;35.01.04.2011
40833;3295;Tanjungsari;63518;35.01.04.2014
40834;3295;Menadi;63517;35.01.04.2015
40835;3295;Mentoro;63518;35.01.04.2016
40836;3295;Purworejo;63518;35.01.04.2017
40837;3295;Nanggungan;63518;35.01.04.2018
40838;3295;Widoro;63518;35.01.04.2019
40839;3295;Semanten;63518;35.01.04.2020
40840;3295;Sambong;63518;35.01.04.2021
40841;3295;Banjarsari;63518;35.01.04.2022
40842;3295;Bolosingo;63518;35.01.04.2023
40843;3295;Ponggok;63518;35.01.04.2024
40844;3295;Tambakrejo;63518;35.01.04.2025
40845;3296;Plumbungan (Pelumbungan);63561;35.01.05.2001
40846;3296;Karangnongko;63561;35.01.05.2002
40847;3296;Kalipelus;63561;35.01.05.2003
40848;3296;Karanganyar;63561;35.01.05.2004
40849;3296;Katipugal;63561;35.01.05.2005
40850;3296;Klesem;63561;35.01.05.2006
40851;3296;Sidomulyo;63561;35.01.05.2007
40852;3296;Worawari;63561;35.01.05.2008
40853;3296;Mantren;63561;35.01.05.2009
40854;3296;Gawang;63561;35.01.05.2010
40855;3296;Kebonagung;63561;35.01.05.2011
40856;3296;Purwoasri;63561;35.01.05.2012
40857;3296;Banjarjo;63561;35.01.05.2013
40858;3296;Gembuk;63561;35.01.05.2014
40859;3296;Sanggrahan;63561;35.01.05.2015
40860;3296;Punjung;63561;35.01.05.2016
40861;3296;Wonogondo;63561;35.01.05.2017
40862;3296;Ketepung;63561;35.01.05.2018
40863;3296;Ketro;63561;35.01.05.2019
40864;3297;Mlati;63581;35.01.06.2001
40865;3297;Sedayu;63581;35.01.06.2002
40866;3297;Tremas;63581;35.01.06.2003
40867;3297;Arjosari;63581;35.01.06.2004
40868;3297;Gunungsari;63581;35.01.06.2005
40869;3297;Pagutan;63581;35.01.06.2006
40870;3297;Gembong;63581;35.01.06.2007
40871;3297;Borang;63581;35.01.06.2008
40872;3297;Gegeran;63581;35.01.06.2009
40873;3297;Kedungbendo;63581;35.01.06.2010
40874;3297;Mangunharjo;63581;35.01.06.2011
40875;3297;Jetiskidul (Jetis Kidul);63581;35.01.06.2012
40876;3297;Temon;63581;35.01.06.2013
40877;3297;Karanggede;63581;35.01.06.2014
40878;3297;Gayuhan;63581;35.01.06.2015
40879;3297;Karangrejo;63581;35.01.06.2016
40880;3297;Jatimalang;63581;35.01.06.2017
40881;3298;Gondang;63584;35.01.07.2001
40882;3298;Mujing;63584;35.01.07.2002
40883;3298;Sempu;63584;35.01.07.2003
40884;3298;Nawangan;63584;35.01.07.2004
40885;3298;Tokawi (Tokawai);63584;35.01.07.2005
40886;3298;Jetis Lor (Jetislor);63584;35.01.07.2006
40887;3298;Penggung;63584;35.01.07.2007
40888;3298;Pakis Baru (Pakisbaru);63584;35.01.07.2008
40889;3298;Ngromo;63584;35.01.07.2009
40890;3299;Petungsinarang;63583;35.01.08.2001
40891;3299;Ngunut;63583;35.01.08.2002
40892;3299;Bandar;63583;35.01.08.2003
40893;3299;Kledung;63583;35.01.08.2004
40894;3299;Tumpuk;63583;35.01.08.2005
40895;3299;Watupatok;63583;35.01.08.2006
40896;3299;Bangunsari;63583;35.01.08.2007
40897;3299;Jeruk;63583;35.01.08.2008
40898;3300;Kebondalem;63582;35.01.09.2001
40899;3300;Gedangan;63582;35.01.09.2002
40900;3300;Ngreco (Ngereco);63582;35.01.09.2003
40901;3300;Kasihan;63582;35.01.09.2004
